division_number,date_reported,date_occurred,area,area_name,reporting_district,part,crime_code,crime_description,modus_operandi,victim_age,victim_sex,victim_descent,premise_code,premise_description,weapon_code,weapon_description,status,status_description,crime_code_1,crime_code_2,crime_code_3,crime_code_4,location,cross_street,latitude,longitude,case_number
231421203,01-12-2023,27-09-2023 13:15,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,57,M,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,300    WORLD                        WY,,33.9455,-118.4001,1836
231016770,03-12-2023,03-12-2023 11:30,10,West Valley,1047,1,330,BURGLARY FROM VEHICLE,1822 0344 1609,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,17000    BURBANK                      BL,,34.1722,-118.503,1837
231224161,02-12-2023,02-12-2023 01:30,12,77th Street,1241,2,624,BATTERY - SIMPLE ASSAULT,446,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,63RD                         ST,CRENSHAW                     BL,33.9829,-118.3309,1838
230320708,02-12-2023,02-12-2023 14:00,3,Southwest,391,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448,54,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4200 W  DON TOMASO                   DR,,34.0048,-118.3473,1839
230717934,04-12-2023,01-12-2023 17:00,7,Wilshire,727,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 N  CITRUS                       AV,,34.0736,-118.3397,1840
231917307,01-12-2023,01-12-2023 15:00,19,Mission,1916,2,901,VIOLATION OF RESTRAINING ORDER,2038,90,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,14000    HUBBARD                      ST,,34.3008,-118.4378,1841
231518403,02-12-2023,01-12-2023 18:05,15,N Hollywood,1549,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",446,37,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,5400    LANKERSHIM                   BL,,34.1689,-118.3771,1842
231820177,01-12-2023,30-11-2023 11:30,18,Southeast,1824,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1300 0913 1912 0432 0421,26,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,10100    AVALON                       BL,,33.9444,-118.265,1843
230221822,01-12-2023,01-12-2023 01:00,2,Rampart,219,1,648,ARSON,1501,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,648,,,,1000 W  SUNSET                       BL,,34.064,-118.2478,1844
230717970,04-12-2023,04-12-2023 05:45,7,Wilshire,701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,341,,,,900 N  CROFT                        AV,,34.087,-118.3743,1845
231116434,04-12-2023,30-11-2023 02:00,11,Northeast,1145,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,26,M,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,2300    ALLESANDRO                   ST,,34.0958,-118.2535,1846
230414947,02-12-2023,26-11-2023 23:00,4,Hollenbeck,409,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0334 0400 1822 0416,46,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,5400 E  HUNTINGTON DR,,34.0932,-118.1615,1847
230125520,03-12-2023,03-12-2023 23:10,1,Central,148,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,503,HOTEL,,,IC,Invest Cont,745,,,,700 E  5TH                          ST,,34.0438,-118.2416,1848
230916953,01-12-2023,16-11-2023 19:00,9,Van Nuys,914,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15000    SHERMAN                      WY,,34.2011,-118.46,1849
230320660,01-12-2023,01-12-2023 10:15,3,Southwest,321,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0444,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,5700    CLEMSON                      ST,,34.024,-118.3692,1850
231224153,02-12-2023,02-12-2023 17:30,12,77th Street,1248,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOOVER,GAGE,33.9822,-118.2871,1851
230717897,02-12-2023,02-12-2023 06:01,7,Wilshire,787,2,354,THEFT OF IDENTITY,0922 1822 0100,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4400 W  WASHINGTON                   BL,,34.0398,-118.3354,1852
231224218,03-12-2023,03-12-2023 11:30,12,77th Street,1253,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 1814 2000 1309,29,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1900 W  78TH                         PL,,33.9682,-118.3112,1853
230701072,02-12-2023,02-12-2023 19:45,7,Wilshire,737,1,210,ROBBERY,0334 0344 0945 0345 1402,0,X,X,406,OTHER STORE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,700 S  LA BREA                      AV,,34.0622,-118.344,1854
230415014,03-12-2023,03-12-2023 15:30,4,Hollenbeck,426,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 0562,0,,,101,STREET,,,IC,Invest Cont,420,,,,4900    NAVARRO                      ST,,34.0859,-118.1763,1855
231200825,03-12-2023,03-12-2023 10:37,12,77th Street,1273,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 0302 0913 2004 1402 1419,60,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,8700 S  ST ANDREWS                   PL,,33.9591,-118.3112,1856
230414970,03-12-2023,03-12-2023 03:00,4,Hollenbeck,497,1,330,BURGLARY FROM VEHICLE,1300 1302 1307 0329 0344,26,M,K,108,PARKING LOT,,,IC,Invest Cont,330,,,,S  GRANDE VISTA                 AV,E  11TH                         ST,34.0193,-118.2105,1857
231016773,02-12-2023,02-12-2023 09:00,10,West Valley,1049,1,330,BURGLARY FROM VEHICLE,0344 1822,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,BALBOA                       BL,BURBANK                      BL,34.1722,-118.501,1858
230320713,03-12-2023,03-12-2023 11:05,3,Southwest,316,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,45,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2200 S  HARVARD                      BL,,34.0364,-118.3065,1859
231820329,04-12-2023,04-12-2023 07:20,18,Southeast,1862,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1419 1407 0334 0302,0,,,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,998,,,200 E  116TH                        PL,,33.9284,-118.2711,1860
231321484,02-12-2023,01-12-2023 14:16,13,Newton,1371,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,100 W  57TH                         ST,,33.9906,-118.2745,1861
231518410,02-12-2023,29-11-2023 18:00,15,N Hollywood,1543,1,330,BURGLARY FROM VEHICLE,344,36,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5200    VANTAGE                      AV,,34.1649,-118.3983,1862
231421146,03-12-2023,03-12-2023 20:50,14,Pacific,1434,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700    GREENWOOD                    AV,,34.0009,-118.444,1863
230717877,02-12-2023,01-12-2023 22:20,7,Wilshire,735,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 0344 1822,52,M,W,101,STREET,,,IC,Invest Cont,330,,,,6TH                          ST,DUNSMUIR                     AV,34.0649,-118.3483,1864
231224209,02-12-2023,02-12-2023 20:50,12,77th Street,1233,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0910 1253 1822,49,M,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WESTERN                      AV,WASHINGTON                   BL,33.9862,-118.3111,1865
232018642,01-12-2023,01-10-2023 00:01,20,Olympic,2001,2,662,"BUNCO, GRAND THEFT",0344 0701 0800 1822 0940,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,4800    BEVERLY                      BL,,34.0799,-118.3181,1866
230221933,02-12-2023,05-10-2023 01:05,2,Rampart,249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,44,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,740,,,,1000    WILSHIRE                     BL,,34.0514,-118.2613,1867
231421139,01-12-2023,30-11-2023 20:00,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,0344 0329,33,M,B,101,STREET,,,IC,Invest Cont,330,,,,5700 W  CENTINELA                    AV,,33.9764,-118.381,1868
231614550,01-12-2023,01-12-2023 03:40,16,Foothill,1612,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,45,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,13200    PAXTON                       ST,,34.2782,-118.42,1869
231820269,03-12-2023,03-12-2023 02:30,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1309 0416 1310 0913 0602,52,M,X,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,100 W  CENTURY                      BL,,33.9456,-118.2739,1870
231518502,02-12-2023,01-12-2023 01:45,15,N Hollywood,1555,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,5000    KLUMP                        AV,,34.1608,-118.3758,1871
230221996,03-12-2023,03-12-2023 05:00,2,Rampart,246,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH                          ST,WESTLAKE                     AV,34.059,-118.2737,1872
230401665,04-12-2023,04-12-2023 00:30,4,Hollenbeck,409,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 1243 0400 0416 1402,28,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,998,,,5200 E  HUNTINGTON DR,,34.09,-118.168,1873
230916979,02-12-2023,25-07-2023 13:44,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,19,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,14900    RAYMER                       ST,,34.2131,-118.4584,1874
230618579,03-12-2023,03-12-2023 18:30,6,Hollywood,668,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 1300 2000 0416,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,5600    DE LONGPRE                   AV,,34.0968,-118.311,1875
231016661,03-12-2023,03-12-2023 02:00,10,West Valley,1004,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18300    ARMINTA                      ST,,34.2139,-118.5317,1876
230817579,02-12-2023,30-11-2023 16:00,8,West LA,897,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3300    BAGLEY                       AV,,34.0314,-118.396,1877
230917038,04-12-2023,03-12-2023 12:30,9,Van Nuys,932,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100,24,M,H,217,AUTO REPAIR SHOP,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753,,,,6100    KESTER                       AV,,34.1839,-118.4605,1878
230221942,02-12-2023,02-12-2023 04:30,2,Rampart,219,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1402 0344,0,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,1000 W  SUNSET                       BL,,34.064,-118.2478,1879
231518507,04-12-2023,03-12-2023 09:00,15,N Hollywood,1521,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    LONGRIDGE                    AV,,34.1975,-118.4214,1880
231718561,02-12-2023,01-12-2023 15:30,17,Devonshire,1795,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8500    BALBOA                       BL,,34.2248,-118.5151,1881
232100924,02-12-2023,02-12-2023 03:30,21,Topanga,2189,1,310,BURGLARY,1402 1607 2004,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,20500    VENTURA                      BL,,34.1677,-118.5808,1882
231321541,04-12-2023,04-11-2023 08:00,13,Newton,1343,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1000 E  JEFFERSON                    BL,,34.0123,-118.2582,1883
230817660,04-12-2023,04-12-2023 11:30,8,West LA,833,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,10900    WILSHIRE                     BL,,34.0588,-118.4439,1884
231016719,03-12-2023,03-12-2023 03:39,10,West Valley,1003,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1607,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,18500    SATICOY                      ST,,34.2148,-118.5404,1885
231518390,01-12-2023,01-12-2023 15:00,15,N Hollywood,1504,1,310,BURGLARY,344,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,7300    HINDS                        AV,,34.203,-118.391,1886
231224101,01-12-2023,01-12-2023 15:34,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 1402,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915,1887
230817584,02-12-2023,02-12-2023 21:15,8,West LA,881,1,310,BURGLARY,1609 0358 0216 0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2200 S  BARRINGTON                   AV,,34.0342,-118.4478,1888
231016689,02-12-2023,02-12-2023 10:00,10,West Valley,1021,2,625,OTHER ASSAULT,0913 0416 0356 0400,53,M,B,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,6800    TAMPA                        AV,,34.1954,-118.5577,1889
231224095,01-12-2023,01-12-2023 08:00,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1240 1309 0334 0302 1822,24,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,6200 S  FIGUEROA                     ST,,33.9833,-118.2827,1890
231116392,03-12-2023,02-12-2023 08:30,11,Northeast,1175,1,330,BURGLARY FROM VEHICLE,0344 1609 0358,41,F,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,1000    ELYSIAN PARK                 DR,,34.0857,-118.2458,1891
230717834,01-12-2023,01-12-2023 12:40,7,Wilshire,702,1,330,BURGLARY FROM VEHICLE,1307 0344,24,M,H,101,STREET,,,IC,Invest Cont,330,,,,STANLEY                      AV,MELROSE                      BL,34.0837,-118.3563,1892
230415004,04-12-2023,10-08-2023 12:00,4,Hollenbeck,497,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,0,,,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,745,,,,3200    ESTRADA                      ST,,34.0225,-118.209,1893
231614641,03-12-2023,12-11-2023 15:00,16,Foothill,1693,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0444,39,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7600    SHADYGLADE                   AV,,34.2085,-118.4023,1894
230516471,02-12-2023,01-12-2023 21:30,5,Harbor,509,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,19,M,H,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,330,,,,1600    247TH                        ST,,33.801,-118.3054,1895
231917358,03-12-2023,01-12-2023 20:30,19,Mission,1994,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,14500    ROSCOE                       BL,,34.2215,-118.4488,1896
230516465,01-12-2023,01-12-2023 01:22,5,Harbor,514,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1602 1300 0344,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,1100 W  ROBIDOUX                     ST,,33.7878,-118.2764,1897
230801118,02-12-2023,02-12-2023 20:00,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0325 0907 1402,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,442,998,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184,1898
231614572,01-12-2023,01-12-2023 06:30,16,Foothill,1619,2,354,THEFT OF IDENTITY,1822 1202,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10700    HELENDALE                    AV,,34.2632,-118.2957,1899
231820245,02-12-2023,01-12-2023 07:00,18,Southeast,1863,2,860,BATTERY WITH SEXUAL CONTACT,0913 0360 0448 0522 2021,21,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,11600    TOWNE                        AV,,33.9292,-118.2665,1900
231421125,02-12-2023,01-12-2023 22:30,14,Pacific,1453,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    REDWOOD                      AV,,33.991,-118.4403,1901
230415009,04-12-2023,03-10-2023 19:51,4,Hollenbeck,499,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,,,403,DRUG STORE,,,IC,Invest Cont,442,,,,3600 E  OLYMPIC                      BL,,34.0188,-118.2011,1902
230125440,02-12-2023,02-12-2023 11:30,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,37,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FIGUEROA,PICO,34.0406,-118.268,1903
230916982,02-12-2023,28-11-2023 17:31,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,30,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661,1904
231224160,02-12-2023,02-12-2023 19:20,12,77th Street,1208,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0419 0401 2000 1814 0913,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,600 W  46TH                         ST,,34.0017,-118.2838,1905
231016699,03-12-2023,03-12-2023 15:00,10,West Valley,1039,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038 0913 0554 0602,17,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,902,,,,6400    WOODLEY                      AV,,34.1866,-118.4836,1906
231321525,03-12-2023,02-12-2023 20:00,13,Newton,1303,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,700 E  PICO                         BL,,34.0341,-118.2507,1907
231820272,04-12-2023,03-12-2023 20:00,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  103RD                        ST,,33.9429,-118.2739,1908
232018708,02-12-2023,30-11-2023 22:30,20,Olympic,2034,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,28,F,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,W  7TH                          ST,S  KINGSLEY                     DR,34.0597,-118.3031,1909
232018726,02-12-2023,17-11-2023 18:08,20,Olympic,2039,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1501,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,2900    LEEWARD                      AV,,34.0587,-118.2869,1910
231518377,01-12-2023,24-11-2023 22:00,15,N Hollywood,1566,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,55,F,C,504,OTHER RESIDENCE,,,IC,Invest Cont,331,,,,11000    MOORPARK                     ST,,34.1504,-118.3704,1911
232117246,03-12-2023,02-12-2023 20:00,21,Topanga,2129,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,19800    ROSCOE                       BL,,34.2203,-118.5645,1912
231116432,04-12-2023,24-10-2023 09:30,11,Northeast,1124,2,354,THEFT OF IDENTITY,0377 1822 0354,67,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,3300    SAN FERNANDO                 RD,,34.118,-118.2489,1913
231614567,01-12-2023,30-11-2023 22:15,16,Foothill,1641,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10200    HADDON                       AV,,34.2545,-118.4272,1914
231321535,03-12-2023,03-12-2023 20:00,13,Newton,1367,1,310,BURGLARY,0209 0216 0344 1822,58,M,A,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1600 E  48TH                         ST,,34.0002,-118.2458,1915
230320657,01-12-2023,29-11-2023 16:00,3,Southwest,397,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 0446 2034,44,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,HALLDALE                     AV,MARTIN LUTHER KING JR        BL,34.0109,-118.3023,1916
231321478,02-12-2023,02-12-2023 07:00,13,Newton,1309,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1822 0329 1300,30,F,H,101,STREET,122,HECKLER & KOCH 93 SEMIAUTOMATIC ASSAULT RIFLE,IC,Invest Cont,230,,,,LEMON                        ST,DAMON                        ST,34.0287,-118.2337,1917
232117178,01-12-2023,01-12-2023 19:50,21,Topanga,2183,1,320,"BURGLARY, ATTEMPTED",1607,72,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,320,,,,22900    BRENFORD                     ST,,34.1489,-118.6248,1918
230516403,01-12-2023,29-11-2023 16:05,5,Harbor,562,2,900,VIOLATION OF COURT ORDER,2038,32,F,H,101,STREET,,,IC,Invest Cont,900,,,,1200 S  LELAND                       ST,,33.7326,-118.305,1919
231116356,02-12-2023,01-12-2023 17:30,11,Northeast,1158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 1822 2033 0430,30,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,400    ULYSSES                      ST,,34.0904,-118.2156,1920
231224122,01-12-2023,01-12-2023 20:45,12,77th Street,1239,1,210,ROBBERY,0344 1822 0216 0337,22,F,H,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,210,,,,1000 W  SLAUSON                      AV,,33.9891,-118.2915,1921
230320689,01-12-2023,01-12-2023 11:20,3,Southwest,363,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 1609 1601 1822,23,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,3600 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3351,1922
230221982,02-12-2023,01-12-2023 16:30,2,Rampart,211,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0349,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500 N  KENMORE                      AV,,34.079,-118.2966,1923
230516491,04-12-2023,03-12-2023 20:00,5,Harbor,517,1,330,BURGLARY FROM VEHICLE,1300,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,100 E  N                            ST,,33.79,-118.2632,1924
230516399,01-12-2023,01-12-2023 07:45,5,Harbor,522,2,625,OTHER ASSAULT,0913 0602 0416 0561,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,800 W  F                            ST,,33.7795,-118.2715,1925
231518370,01-12-2023,30-11-2023 22:30,15,N Hollywood,1555,1,330,BURGLARY FROM VEHICLE,344,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,4700    BELLFLOWER                   AV,,34.1556,-118.3734,1926
231718601,03-12-2023,03-12-2023 19:00,17,Devonshire,1745,2,624,BATTERY - SIMPLE ASSAULT,0903 2055 1514 0416 0361,31,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10300    ZELZAH                       AV,,34.2576,-118.5233,1927
230917061,04-12-2023,03-12-2023 14:00,9,Van Nuys,929,2,888,TRESPASSING,1501 1822,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888,,,,6500    MARY ELLEN                   AV,,34.1887,-118.4199,1928
232117170,02-12-2023,02-12-2023 02:00,21,Topanga,2113,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8000    LENA                         AV,,34.2153,-118.6264,1929
230221997,03-12-2023,02-12-2023 20:40,2,Rampart,299,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,UNION,VENICE                       BL,34.0416,-118.2791,1930
230222050,03-12-2023,03-12-2023 23:40,2,Rampart,241,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1813 0416,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400 S  OCCIDENTAL                   BL,,34.0659,-118.2834,1931
231820199,01-12-2023,01-12-2023 19:45,18,Southeast,1822,1,761,BRANDISH WEAPON,0913 0443,28,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,761,,,,100 W  102ND                        ST,,33.9438,-118.2739,1932
