division_number,date_reported,date_occurred,area,area_name,reporting_district,part,crime_code,crime_description,modus_operandi,victim_age,victim_sex,victim_descent,premise_code,premise_description,weapon_code,weapon_description,status,status_description,crime_code_1,crime_code_2,crime_code_3,crime_code_4,location,cross_street,latitude,longitude,case_number
230916996,02-12-2023,01-07-2020 08:00,9,Van Nuys,906,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822,64,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,7200    TYRONE                       AV,,34.2012,-118.4444,1
231820294,03-12-2023,08-01-2021 04:00,18,Southeast,1801,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,500 W  91ST                         ST,,33.9542,-118.2827,2
231614578,01-12-2023,04-10-2021 12:10,16,Foothill,1659,2,354,THEFT OF IDENTITY,1822 0928,41,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6600    VALMONT                      ST,,34.2515,-118.2757,3
231518371,01-12-2023,01-01-2021 04:30,15,N Hollywood,1506,2,354,THEFT OF IDENTITY,1501,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100    VALERIO                      ST,,34.2048,-118.3725,4
231614583,01-12-2023,20-12-2022 09:00,16,Foothill,1645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,39,F,H,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,12600    OSBORNE                      ST,,34.2626,-118.4094,5
230221983,01-12-2023,01-06-2022 18:05,2,Rampart,257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,72,F,F,108,PARKING LOT,,,IC,Invest Cont,440,,,,1300 W  7TH                          ST,,34.0552,-118.2675,6
230125563,04-12-2023,30-10-2023 23:10,1,Central,145,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 0386,0,,,102,SIDEWALK,,,IC,Invest Cont,330,,,,100 E  4TH                          ST,,34.0481,-118.2472,7
231321485,02-12-2023,15-07-2022 17:00,13,Newton,1364,2,354,THEFT OF IDENTITY,0100 1202,65,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1200 E  48TH                         ST,,33.9998,-118.2542,8
231224232,04-12-2023,01-12-2023 16:30,12,77th Street,1208,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4400 S  FIGUEROA                     ST,,33.9997,-118.2849,9
231116463,04-12-2023,25-11-2023 12:00,11,Northeast,1116,2,354,THEFT OF IDENTITY,1822 0930,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5200    SAN RAFAEL                   AV,,34.113,-118.2044,10
231518489,04-12-2023,08-09-2022 18:00,15,N Hollywood,1514,2,860,BATTERY WITH SEXUAL CONTACT,0913 0500 0551,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,860,,,,12000    HART                         ST,,34.1976,-118.3943,11
231016765,01-12-2023,01-10-2022 12:00,10,West Valley,1065,2,354,THEFT OF IDENTITY,1822,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5400    ZELZAH                       AV,,34.1686,-118.522,12
230717884,01-12-2023,16-11-2022 13:35,7,Wilshire,725,2,354,THEFT OF IDENTITY,0377 1822,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  MARTEL                       AV,,34.071,-118.3511,13
231614579,01-12-2023,11-09-2023 11:00,16,Foothill,1614,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,12100    FOOTHILL                     BL,,34.2798,-118.3997,14
231016778,03-12-2023,01-12-2023 20:45,10,West Valley,1027,1,330,BURGLARY FROM VEHICLE,0344 1822 9999,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,6800    LOUISE                       AV,,34.1939,-118.5098,15
230516411,01-12-2023,01-12-2023 09:00,5,Harbor,529,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,700 N  BANNING                      BL,,33.7799,-118.2573,16
230817574,01-12-2023,01-01-2022 00:01,8,West LA,828,2,661,UNAUTHORIZED COMPUTER ACCESS,1813 0935 1300,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,,,,10500    WILSHIRE                     BL,,34.0649,-118.4372,17
230916930,01-12-2023,30-11-2023 17:00,9,Van Nuys,932,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,14700    VICTORY                      BL,,34.1867,-118.4531,18
231421135,02-12-2023,02-12-2023 01:11,14,Pacific,1403,1,310,BURGLARY,0314 1609 1602,0,X,X,403,DRUG STORE,,,IC,Invest Cont,310,,,,11200    NATIONAL                     BL,,34.0301,-118.4272,19
231518364,01-12-2023,30-11-2022 16:20,15,N Hollywood,1532,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,72,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,12100    CALIFA                       ST,,34.1773,-118.3965,20
231917324,01-12-2023,01-06-2022 12:25,19,Mission,1924,2,354,THEFT OF IDENTITY,917,3,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,15000    ASTORIA                      ST,,34.2943,-118.4578,21
231016666,01-12-2023,23-11-2022 12:00,10,West Valley,1033,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0302 1822 0334,14,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,237,,,,6400    GEYSER                       AV,,34.1875,-118.5422,22
230817653,03-12-2023,01-09-2022 18:00,8,West LA,809,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,52,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,9400    EDEN                         DR,,34.1189,-118.4004,23
231421156,03-12-2023,30-06-2022 12:00,14,Pacific,1487,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,32,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,8900    KITTYHAWK                    AV,,33.9558,-118.3938,24
230320749,04-12-2023,04-12-2023 01:00,3,Southwest,379,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3800    WISCONSIN                    ST,,34.017,-118.2931,25
230320637,02-12-2023,02-01-2022 15:30,3,Southwest,376,2,354,THEFT OF IDENTITY,0100 1822,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3900    BRIGHTON                     AV,,34.0155,-118.3013,26
231614595,01-12-2023,14-10-2022 00:01,16,Foothill,1638,2,354,THEFT OF IDENTITY,1822,34,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    HELENDALE                    AV,,34.2578,-118.296,27
230221954,02-12-2023,01-07-2022 14:03,2,Rampart,235,2,354,THEFT OF IDENTITY,0100 0929 0344,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 N  ALVARADO                     ST,,34.0677,-118.2731,28
231116419,03-12-2023,02-12-2023 12:28,11,Northeast,1112,2,354,THEFT OF IDENTITY,0930 1822,32,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4200    VERDUGO                      RD,,34.1271,-118.2321,29
231116353,02-12-2023,01-12-2023 21:00,11,Northeast,1127,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000    NOLDEN                       ST,,34.1206,-118.1947,30
230125454,03-12-2023,03-12-2023 03:30,1,Central,162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 W  9TH                          ST,,34.0462,-118.2585,31
230125476,02-12-2023,02-12-2023 05:00,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0444 0319 0429 0416 0910,44,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375,32
232018668,02-12-2023,02-12-2023 19:45,20,Olympic,2031,1,220,ATTEMPTED ROBBERY,1227 1300 1309 1822,31,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,7TH                          ST,WESTERN                      AV,34.0597,-118.3091,33
230516472,02-12-2023,02-12-2023 02:49,5,Harbor,584,2,354,THEFT OF IDENTITY,0930 0377,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    BARBARA                      ST,,33.7173,-118.303,34
230414946,03-12-2023,03-12-2023 14:30,4,Hollenbeck,412,1,210,ROBBERY,1300 0400 0416 0417 1311 1309 0344 0916,74,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3200    LACY                         ST,,34.0839,-118.2178,35
231421191,03-12-2023,01-12-2023 16:00,14,Pacific,1454,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,4300    GLENCOE                      AV,,33.9855,-118.4373,36
231116464,04-12-2023,03-12-2023 06:24,11,Northeast,1107,2,354,THEFT OF IDENTITY,1822 0922,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5700    EATON                        ST,,34.1247,-118.1934,37
230125271,01-12-2023,01-12-2023 05:40,1,Central,155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1407 0430 1822 2033 1100 1402,28,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,500 S  LOS ANGELES                  ST,,34.0461,-118.2475,38
231917339,02-12-2023,25-11-2023 15:30,19,Mission,1921,2,354,THEFT OF IDENTITY,,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,15800    COBALT                       ST,,34.3028,-118.4743,39
230916964,01-12-2023,03-10-2023 16:35,9,Van Nuys,969,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,25,F,H,108,PARKING LOT,,,IC,Invest Cont,440,,,,5000    COLDWATER CANYON             AV,,34.1613,-118.4138,40
230516453,03-12-2023,03-12-2023 11:00,5,Harbor,517,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1501,46,M,B,108,PARKING LOT,,,IC,Invest Cont,745,,,,100 E  PACIFIC COAST                HY,,33.7912,-118.2633,41
230125288,01-12-2023,26-11-2023 19:00,1,Central,192,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 1906,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,1600 S  GRAND                        AV,,34.0357,-118.2663,42
231321559,04-12-2023,04-12-2023 12:25,13,Newton,1333,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0907,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,442,998,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621,43
231116360,02-12-2023,01-11-2023 16:00,11,Northeast,1152,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,668,,,,1600    HILLHURST                    AV,,34.1,-118.2874,44
231116391,03-12-2023,03-12-2023 00:20,11,Northeast,1189,2,624,BATTERY - SIMPLE ASSAULT,0444 0416 1266 0216 2002,26,M,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2600 N  FIGUEROA                     ST,,34.0839,-118.2224,45
231820205,01-12-2023,01-12-2023 20:00,18,Southeast,1841,2,624,BATTERY - SIMPLE ASSAULT,0913 0342 0400 0429,34,X,X,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10700 S  VERMONT                      AV,,33.9391,-118.2916,46
232018672,03-12-2023,02-12-2023 23:30,20,Olympic,2016,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  ALEXANDRIA                   AV,,34.0728,-118.2984,47
230125330,01-12-2023,29-11-2023 18:30,1,Central,162,1,480,BIKE - STOLEN,344,19,M,F,406,OTHER STORE,,,IC,Invest Cont,480,,,,600 W  9TH                          ST,,34.0462,-118.2585,48
230125533,01-12-2023,01-12-2023 20:35,1,Central,163,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0444 0429,30,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8TH                          ST,BROADWAY,34.0445,-118.2558,49
231820278,03-12-2023,03-12-2023 18:25,18,Southeast,1871,2,888,TRESPASSING,1501,50,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,700 W  137TH                        PL,,33.907,-118.2872,50
230320662,01-12-2023,01-12-2023 12:11,3,Southwest,333,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1309,52,M,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,2900    WELLINGTON                   RD,,34.0295,-118.3384,51
231421151,03-12-2023,02-12-2023 22:20,14,Pacific,1465,1,310,BURGLARY,0344 0321 1273,40,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,12000    JUNIETTE                     ST,,33.9844,-118.4059,52
230125415,02-12-2023,01-12-2023 20:30,1,Central,164,1,330,BURGLARY FROM VEHICLE,0344 1307,38,F,H,101,STREET,,,IC,Invest Cont,330,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.2507,53
230601160,02-12-2023,02-12-2023 06:45,6,Hollywood,666,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0913,37,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6200 W  SUNSET                       BL,,34.098,-118.3237,54
230222075,02-12-2023,01-06-2023 12:00,2,Rampart,281,2,354,THEFT OF IDENTITY,0930 1822,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 S  ALVARADO                     ST,,34.0488,-118.2817,55
231116327,01-12-2023,01-12-2023 06:40,11,Northeast,1102,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,108,PARKING LOT,,,IC,Invest Cont,341,,,,4600    COLORADO                     BL,,34.1412,-118.2731,56
231718680,03-12-2023,02-12-2023 02:30,17,Devonshire,1738,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1300,0,,,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,10900    HASKELL                      AV,,34.2682,-118.476,57
231016697,03-12-2023,03-12-2023 15:00,10,West Valley,1033,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344 0373,58,M,W,101,STREET,,,IC,Invest Cont,440,,,,6400    WILBUR                       AV,,34.1866,-118.5447,58
231718642,01-12-2023,21-11-2023 21:01,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11100    BALBOA                       BL,,34.2757,-118.5144,59
230516449,03-12-2023,03-12-2023 01:50,5,Harbor,514,2,901,VIOLATION OF RESTRAINING ORDER,2038 1310 1309,42,F,H,101,STREET,,,IC,Invest Cont,901,,,,900 N  WILMINGTON                   BL,,33.7897,-118.2787,60
230415007,04-12-2023,02-10-2023 13:00,4,Hollenbeck,497,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,,,602,BANK,,,IC,Invest Cont,440,,,,1300 S  SOTO                         ST,,34.0239,-118.2199,61
230414922,01-12-2023,01-12-2023 13:00,4,Hollenbeck,416,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 0903,0,M,X,721,HIGH SCHOOL,,,IC,Invest Cont,745,,,,3500 N  BROADWAY,,34.0812,-118.2032,62
232117289,04-12-2023,30-11-2023 19:00,21,Topanga,2155,1,330,BURGLARY FROM VEHICLE,0358 0344,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,6100    NEVADA                       AV,,34.1809,-118.6089,63
231116354,02-12-2023,01-12-2023 16:20,11,Northeast,1152,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    MANZANITA                    ST,,34.0958,-118.2798,64
231224212,03-12-2023,03-12-2023 12:02,12,77th Street,1269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0416 1814 2000,20,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8400 S  CENTRAL                      AV,,33.9638,-118.2629,65
232018626,01-12-2023,01-12-2023 23:00,20,Olympic,2024,2,624,BATTERY - SIMPLE ASSAULT,0917 1822 2002 0356 0400 0500 0416,31,M,H,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047,66
231917394,04-12-2023,03-12-2023 19:30,19,Mission,1982,2,624,BATTERY - SIMPLE ASSAULT,0444 0361 0913 0603,44,M,H,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8800    BURNET                       AV,,34.2301,-118.4633,67
231718558,02-12-2023,02-12-2023 00:25,17,Devonshire,1764,1,310,BURGLARY,0329 1601,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,310,,,,9300    TAMPA                        AV,,34.244,-118.5583,68
230125465,03-12-2023,02-12-2023 21:00,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0416 1266 0917,48,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,34.045,-118.264,69
230917021,03-12-2023,03-12-2023 00:30,9,Van Nuys,915,2,624,BATTERY - SIMPLE ASSAULT,0561 0444,65,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7000    LENNOX                       AV,,34.1976,-118.4455,70
230320764,04-12-2023,11-11-2023 21:00,3,Southwest,357,1,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,1300 W  37TH                         ST,,34.021,-118.2977,71
230125452,03-12-2023,03-12-2023 00:13,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    PALMETTO                     ST,,34.0401,-118.2329,72
230917057,04-12-2023,02-12-2023 16:30,9,Van Nuys,919,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,13600    GAULT                        ST,,34.1994,-118.429,73
230817616,03-12-2023,02-12-2023 22:00,8,West LA,807,1,330,BURGLARY FROM VEHICLE,1202 0346 0344,63,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,14200    MULHOLLAND                   DR,,34.1305,-118.4426,74
231820332,04-12-2023,04-12-2023 10:35,18,Southeast,1826,1,210,ROBBERY,0344 1822 0216 0325 0334,0,,,403,DRUG STORE,207,OTHER KNIFE,IC,Invest Cont,210,,,,1600 E  103RD                        ST,,33.9485,-118.2461,75
230320734,03-12-2023,03-12-2023 12:30,3,Southwest,397,2,946,OTHER MISCELLANEOUS CRIME,0100 0933 1822,39,M,H,101,STREET,,,IC,Invest Cont,946,,,,DALTON                       AV,VERNON                       AV,34.0037,-118.3034,76
231718596,03-12-2023,03-12-2023 17:30,17,Devonshire,1723,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,10900    COZYCROFT                    AV,,34.2682,-118.5816,77
232117180,01-12-2023,30-11-2023 03:19,21,Topanga,2139,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,47,F,H,101,STREET,,,IC,Invest Cont,331,,,,7500    WINNETKA                     AV,,34.2059,-118.571,78
232018679,03-12-2023,02-12-2023 22:00,20,Olympic,2004,1,330,BURGLARY FROM VEHICLE,0321 0329 1609 1822,52,M,F,101,STREET,,,IC,Invest Cont,330,,,,4600    OAKWOOD                      AV,,34.0776,-118.3069,79
231224286,03-12-2023,03-12-2023 21:10,12,77th Street,1218,1,210,ROBBERY,0342 1240 1309 1311 0448 0416 0355 0344 0326,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,FIGUEROA                     ST,55TH                         ST,33.9924,-118.2827,80
230414927,02-12-2023,02-12-2023 02:00,4,Hollenbeck,448,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2600    ZONAL                        AV,,34.0576,-118.1983,81
231917321,01-12-2023,28-11-2023 18:38,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,7800    VAN NUYS                     BL,,34.2153,-118.4409,82
231718593,02-12-2023,02-12-2023 18:47,17,Devonshire,1712,1,320,"BURGLARY, ATTEMPTED",1609,51,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,19100    MERION                       DR,,34.2768,-118.5496,83
231820192,01-12-2023,01-12-2023 21:00,18,Southeast,1821,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1402 1251 0943 0908 1822 1259,16,F,B,101,STREET,,,IC,Invest Cont,822,998,,,97TH                         ST,FIGUEROA                     ST,33.9483,-118.2827,84
230222065,03-12-2023,03-12-2023 08:40,2,Rampart,236,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344 2004,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,300 N  WESTLAKE                     AV,,34.0687,-118.2672,85
231820327,04-12-2023,30-11-2023 08:00,18,Southeast,1881,1,310,BURGLARY,1202 1822 1601 0329,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,16200 S  AINSWORTH                    ST,,33.8841,-118.2904,86
231321405,01-12-2023,01-11-2023 12:00,13,Newton,1364,2,624,BATTERY - SIMPLE ASSAULT,1258 1251 0913 0400,10,M,B,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200 E  52ND                         ST,,33.996,-118.2541,87
230817590,03-12-2023,03-12-2023 00:10,8,West LA,889,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0344 0411 0334 1402 0446,19,M,W,101,STREET,215,MACHETE,IC,Invest Cont,230,998,,,S  GARTH                        AV,CADILLAC                     AV,34.0389,-118.3791,88
230717849,01-12-2023,01-12-2023 17:00,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0325 0104,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563,89
231421130,02-12-2023,02-12-2023 18:00,14,Pacific,1431,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,740,,,,WINDWARD,PACIFIC                      AV,33.9877,-118.4723,90
231518455,03-12-2023,02-12-2023 21:00,15,N Hollywood,1583,1,310,BURGLARY,1822 1609 0329 0344 0321,51,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,4100    KRAFT                        AV,,34.1429,-118.3801,91
231820198,01-12-2023,01-12-2023 22:45,18,Southeast,1802,2,622,BATTERY ON A FIREFIGHTER,1822 1213 0400 0448,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,622,,,,9100 S  FIGUEROA                     ST,,33.9542,-118.2827,92
232018647,02-12-2023,29-11-2023 22:20,20,Olympic,2013,1,210,ROBBERY,0342 1309 0444 0416 0429 0344 0420,40,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,BEVERLY                      BL,WESTERN                      AV,34.0763,-118.3091,93
231917407,04-12-2023,03-12-2023 18:30,19,Mission,1985,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1300 0919,26,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,TOBIAS,PARTHENIA,34.228,-118.4517,94
231518462,03-12-2023,03-12-2023 06:00,15,N Hollywood,1548,2,624,BATTERY - SIMPLE ASSAULT,429,32,M,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5200    BAKMAN                       AV,,34.1649,-118.3774,95
231518447,02-12-2023,25-11-2023 22:00,15,N Hollywood,1548,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5200    VINELAND                     AV,,34.1649,-118.3703,96
231518369,01-12-2023,27-11-2023 02:35,15,N Hollywood,1547,1,330,BURGLARY FROM VEHICLE,344,29,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,11500    CUMPSTON                     ST,,34.1697,-118.3822,97
231518479,04-12-2023,03-12-2023 20:45,15,N Hollywood,1549,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2004,50,F,H,101,STREET,,,IC,Invest Cont,440,998,,,CUMPSTON,LANKERSHIM,34.17,-118.379,98
230717900,01-12-2023,24-11-2023 12:01,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0325 0104 2028,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456,99
231614658,04-12-2023,04-12-2023 02:00,16,Foothill,1633,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1813,51,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,11100    PHILLIPPI                    AV,,34.2713,-118.4004,100
231614613,02-12-2023,02-12-2023 10:00,16,Foothill,1684,1,761,BRANDISH WEAPON,2024 0913 1402 0334,38,F,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,JO,Juv Other,761,998,,,8000    LANKERSHIM                   BL,,34.2157,-118.3878,101
